Recall,NFS,SU,MacroF1,Acc
-0.9995476,0.27419355,-0.40484509,-0.9995476,-0.99954874
-0.9995476,0.25,-0.38146054,-0.9995476,-0.99954874
-0.99935539,0.37903226,-0.50202921,-0.99932145,-0.9993231
-0.99890299,0.41129032,-0.56371677,-0.99886908,-0.99887184
-0.99847326,0.54032258,-0.70099819,-0.99841678,-0.99842058
-0.99933273,0.30645161,-0.44297175,-0.99932142,-0.9993231
-0.99933273,0.41935484,-0.56988318,-0.99932142,-0.9993231
-0.99978513,0.29032258,-0.41781696,-0.99977381,-0.99977437
-0.99914052,0.46774194,-0.60963282,-0.99909528,-0.99909747
-0.99696917,0.5483871,-0.71211372,-0.99683405,-0.99684116
-0.99957026,0.34677419,-0.48025322,-0.99954762,-0.99954874
-0.99890299,0.33870968,-0.48305797,-0.99886908,-0.99887184
-0.99890299,0.42741935,-0.58194282,-0.99886908,-0.99887184
-0.99933273,0.30645161,-0.44516783,-0.99932142,-0.9993231
-0.99911786,0.28225806,-0.40890822,-0.99909524,-0.99909747
-0.99933273,0.31451613,-0.45353675,-0.99932142,-0.9993231
-0.99933273,0.43548387,-0.58707966,-0.99932142,-0.9993231
-0.99761378,0.58870968,-0.75577595,-0.9975123,-0.99751805
-0.99933273,0.2983871,-0.43788498,-0.99932142,-0.9993231
-0.99782865,0.56451613,-0.72574331,-0.99773841,-0.99774368
-0.99933273,0.44354839,-0.59586053,-0.99932142,-0.9993231
-0.99632457,0.64516129,-0.81747073,-0.99615587,-0.99616426
-0.99957026,0.27419355,-0.39730903,-0.99954762,-0.99954874
-0.99847326,0.35483871,-0.49738554,-0.99841678,-0.99842058
-0.99871079,0.50806452,-0.65819815,-0.99864299,-0.99864621
-0.99933273,0.32258065,-0.46016875,-0.99932142,-0.9993231
-0.99890299,0.32258065,-0.46418406,-0.99886908,-0.99887184
-0.99933273,0.33064516,-0.4683276,-0.99932142,-0.9993231
\,n
-0.99957026,0.44354839,-0.58084539,-0.99954762,-0.99954874
-0.99567996,0.72580645,-0.88442966,-0.99547778,-0.99548736
-0.99567996,0.72580645,-0.88442966,-0.99547778,-0.99548736
-0.99957026,0.48387097,-0.62114088,-0.99954762,-0.99954874
-0.99914052,0.21774194,-0.30547874,-0.99909528,-0.99909747
-0.9961097,0.7016129,-0.87228257,-0.99592983,-0.99593863
-0.99675431,0.62903226,-0.79801002,-0.99660798,-0.99661552
-0.99653944,0.65322581,-0.8247879,-0.99638192,-0.99638989
-0.99632457,0.56451613,-0.73151274,-0.99615587,-0.99616426
-0.99675431,0.63709677,-0.80814887,-0.99660798,-0.99661552
-0.9961097,0.61290323,-0.78152768,-0.99592983,-0.99593863
-0.99933273,0.24193548,-0.36012847,-0.99932142,-0.9993231
-0.99696917,0.63709677,-0.80699038,-0.99683405,-0.99684116
-0.99957026,0.23387097,-0.33081438,-0.99954762,-0.99954874
-0.99761378,0.56451613,-0.72985167,-0.9975123,-0.99751805
-0.99933273,0.25806452,-0.36322317,-0.99932142,-0.9993231
-0.9961097,0.71774194,-0.88253861,-0.99592983,-0.99593863
-0.99911786,0.21774194,-0.30694579,-0.99909524,-0.99909747
-0.99825839,0.39516129,-0.54598531,-0.99819065,-0.99819495
